Company Name,Index,CALENDAR_YEAR,CALENDAR_QTR,USD_Value,Local_Currency,VAL_UNIT,Local_Value
Apple,Operating Income,2024,Q2,25352,USD,Million,25352
Apple,Revenue,2024,Q2,85777,USD,Million,85777
Apple,Tax Expense,2024,Q2,4046,USD,Million,4046
Apple,Total Asset,2024,Q2,331612,USD,Million,331612
Apple,Cost of Goods Sold,2024,Q3,51051,USD,Million,51051
Apple,Operating Expense,2024,Q3,14288,USD,Million,14288
Apple,Operating Income,2024,Q3,29591,USD,Million,29591
Apple,Revenue,2024,Q3,94930,USD,Million,94930
Apple,Tax Expense,2024,Q3,14874,USD,Million,14874
Apple,Total Asset,2024,Q3,364980,USD,Million,364980
Applied Material,Cost of Goods Sold,2020,Q1,2208,USD,Million,2208
Applied Material,Operating Expense,2020,Q1,817,USD,Million,817
Applied Material,Operating Income,2020,Q1,932,USD,Million,932
Applied Material,Revenue,2020,Q1,3957,USD,Million,3957
Applied Material,Tax Expense,2020,Q1,123,USD,Million,123
Applied Material,Total Asset,2020,Q1,21815,USD,Million,21815
Applied Material,Cost of Goods Sold,2020,Q2,2440,USD,Million,2440
Applied Material,Operating Expense,2020,Q2,847,USD,Million,847
Applied Material,Operating Income,2020,Q2,1108,USD,Million,1108
Applied Material,Revenue,2020,Q2,4395,USD,Million,4395
Applied Material,Tax Expense,2020,Q2,199,USD,Million,199
Applied Material,Total Asset,2020,Q2,21171,USD,Million,21171
Applied Material,Cost of Goods Sold,2020,Q3,2558,USD,Million,2558
Applied Material,Operating Expense,2020,Q3,847,USD,Million,847
Applied Material,Operating Income,2020,Q3,1283,USD,Million,1283
Applied Material,Revenue,2020,Q3,4688,USD,Million,4688
Applied Material,Tax Expense,2020,Q3,112,USD,Million,112
Applied Material,Total Asset,2020,Q3,22353,USD,Million,22353
Applied Material,Cost of Goods Sold,2020,Q4,2813,USD,Million,2813
Applied Material,Operating Expense,2020,Q4,1066,USD,Million,1066
Applied Material,Operating Income,2020,Q4,1283,USD,Million,1283
Applied Material,Revenue,2020,Q4,5162,USD,Million,5162
Applied Material,Tax Expense,2020,Q4,110,USD,Million,110
Applied Material,Total Asset,2020,Q4,23305,USD,Million,23305
Applied Material,Cost of Goods Sold,2021,Q1,2929,USD,Million,2929
Applied Material,Operating Expense,2021,Q1,1074,USD,Million,1074
Applied Material,Operating Income,2021,Q1,1579,USD,Million,1579
Applied Material,Revenue,2021,Q1,5582,USD,Million,5582
Applied Material,Tax Expense,2021,Q1,215,USD,Million,215
Applied Material,Total Asset,2021,Q1,24085,USD,Million,24085
Applied Material,Cost of Goods Sold,2021,Q2,3229,USD,Million,3229
Applied Material,Operating Expense,2021,Q2,954,USD,Million,954
Applied Material,Operating Income,2021,Q2,2013,USD,Million,2013
Applied Material,Revenue,2021,Q2,6196,USD,Million,6196
Applied Material,Tax Expense,2021,Q2,264,USD,Million,264
Applied Material,Total Asset,2021,Q2,24479,USD,Million,24479
Applied Material,Cost of Goods Sold,2021,Q3,3178,USD,Million,3178
Applied Material,Operating Expense,2021,Q3,931,USD,Million,931
Applied Material,Operating Income,2021,Q3,2014,USD,Million,2014
Applied Material,Revenue,2021,Q3,6123,USD,Million,6123
Applied Material,Tax Expense,2021,Q3,294,USD,Million,294
Applied Material,Total Asset,2021,Q3,25825,USD,Million,25825
Applied Material,Cost of Goods Sold,2021,Q4,3312,USD,Million,3312
Applied Material,Operating Expense,2021,Q4,983,USD,Million,983
Applied Material,Operating Income,2021,Q4,1976,USD,Million,1976
Applied Material,Revenue,2021,Q4,6271,USD,Million,6271
Applied Material,Tax Expense,2021,Q4,133,USD,Million,133
Applied Material,Total Asset,2021,Q4,25428,USD,Million,25428
Applied Material,Cost of Goods Sold,2022,Q1,3318,USD,Million,3318
Applied Material,Operating Expense,2022,Q1,1033,USD,Million,1033
Applied Material,Operating Income,2022,Q1,1894,USD,Million,1894
Applied Material,Revenue,2022,Q1,6245,USD,Million,6245
Applied Material,Tax Expense,2022,Q1,328,USD,Million,328
Applied Material,Total Asset,2022,Q1,25459,USD,Million,25459
Applied Material,Cost of Goods Sold,2022,Q2,3514,USD,Million,3514
Applied Material,Operating Expense,2022,Q2,1082,USD,Million,1082
Applied Material,Operating Income,2022,Q2,1924,USD,Million,1924
Applied Material,Revenue,2022,Q2,6520,USD,Million,6520
Applied Material,Tax Expense,2022,Q2,255,USD,Million,255
Applied Material,Total Asset,2022,Q2,26161,USD,Million,26161
Applied Material,Cost of Goods Sold,2022,Q3,3648,USD,Million,3648
Applied Material,Operating Expense,2022,Q3,1107,USD,Million,1107
Applied Material,Operating Income,2022,Q3,1994,USD,Million,1994
Applied Material,Revenue,2022,Q3,6749,USD,Million,6749
Applied Material,Tax Expense,2022,Q3,358,USD,Million,358
Applied Material,Total Asset,2022,Q3,26726,USD,Million,26726
Applied Material,Cost of Goods Sold,2022,Q4,3594,USD,Million,3594
Applied Material,Operating Expense,2022,Q4,1175,USD,Million,1175
Applied Material,Operating Income,2022,Q4,1970,USD,Million,1970
Applied Material,Revenue,2022,Q4,6739,USD,Million,6739
Applied Material,Tax Expense,2022,Q4,244,USD,Million,244
Applied Material,Total Asset,2022,Q4,27959,USD,Million,27959
Applied Material,Cost of Goods Sold,2023,Q1,3536,USD,Million,3536
Applied Material,Operating Expense,2023,Q1,1183,USD,Million,1183
Applied Material,Operating Income,2023,Q1,1911,USD,Million,1911
Applied Material,Revenue,2023,Q1,6630,USD,Million,6630
Applied Material,Tax Expense,2023,Q1,202,USD,Million,202
Applied Material,Total Asset,2023,Q1,29092,USD,Million,29092
Applied Material,Cost of Goods Sold,2023,Q2,3449,USD,Million,3449
Applied Material,Operating Expense,2023,Q2,1174,USD,Million,1174
Applied Material,Operating Income,2023,Q2,1802,USD,Million,1802
Applied Material,Revenue,2023,Q2,6425,USD,Million,6425
Applied Material,Tax Expense,2023,Q2,246,USD,Million,246
Applied Material,Total Asset,2023,Q2,30410,USD,Million,30410
Applied Material,Cost of Goods Sold,2023,Q3,3554,USD,Million,3554
Applied Material,Operating Expense,2023,Q3,1198,USD,Million,1198
Applied Material,Operating Income,2023,Q3,1971,USD,Million,1971
Applied Material,Revenue,2023,Q3,6723,USD,Million,6723
Applied Material,Tax Expense,2023,Q3,168,USD,Million,168
Applied Material,Total Asset,2023,Q3,30729,USD,Million,30729
Applied Material,Cost of Goods Sold,2023,Q4,3503,USD,Million,3503
Applied Material,Operating Expense,2023,Q4,1237,USD,Million,1237
Applied Material,Operating Income,2023,Q4,1967,USD,Million,1967
Applied Material,Revenue,2023,Q4,6707,USD,Million,6707
Applied Material,Tax Expense,2023,Q4,284,USD,Million,284
Applied Material,Total Asset,2023,Q4,31540,USD,Million,31540
Applied Material,Cost of Goods Sold,2024,Q1,3493,USD,Million,3493
Applied Material,Operating Expense,2024,Q1,1241,USD,Million,1241
Applied Material,Operating Income,2024,Q1,1912,USD,Million,1912
Applied Material,Revenue,2024,Q1,6646,USD,Million,6646
Applied Material,Tax Expense,2024,Q1,272,USD,Million,272
Applied Material,Total Asset,2024,Q1,31949,USD,Million,31949
Applied Material,Cost of Goods Sold,2024,Q2,3573,USD,Million,3573
Applied Material,Operating Expense,2024,Q2,1263,USD,Million,1263
Applied Material,Operating Income,2024,Q2,1942,USD,Million,1942
Applied Material,Revenue,2024,Q2,6778,USD,Million,6778
Applied Material,Tax Expense,2024,Q2,255,USD,Million,255
Applied Material,Total Asset,2024,Q2,33647,USD,Million,33647
Applied Material,Cost of Goods Sold,2024,Q3,3710,USD,Million,3710
Applied Material,Operating Expense,2024,Q3,1289,USD,Million,1289
Applied Material,Operating Income,2024,Q3,2046,USD,Million,2046
Applied Material,Revenue,2024,Q3,7045,USD,Million,7045
Applied Material,Tax Expense,2024,Q3,164,USD,Million,164
Applied Material,Total Asset,2024,Q3,34409,USD,Million,34409
Baidu,Cost of Goods Sold,2020,Q1,2104.1,CNY,Million,14687
Baidu,Operating Expense,2020,Q1,3292.46,CNY,Million,22982
Baidu,Operating Income,2020,Q1,-62.61,CNY,Million,-437
Baidu,Revenue,2020,Q1,3229.85,CNY,Million,22545
Baidu,Tax Expense,2020,Q1,28.37,CNY,Million,198
Baidu,Total Asset,2020,Q1,42220.32,CNY,Million,299017
Baidu,Cost of Goods Sold,2020,Q2,1853.15,CNY,Million,13134
Baidu,Operating Expense,2020,Q2,3159.13,CNY,Million,22390
Baidu,Operating Income,2020,Q2,514.15,CNY,Million,3644
Baidu,Revenue,2020,Q2,3673.29,CNY,Million,26034
Baidu,Tax Expense,2020,Q2,172.42,CNY,Million,1222
Baidu,Total Asset,2020,Q2,43092.82,CNY,Million,304468
Baidu,Cost of Goods Sold,2020,Q3,1852.85,CNY,Million,12815
Baidu,Operating Expense,2020,Q3,3191.85,CNY,Million,22076
Baidu,Operating Income,2020,Q3,890.06,CNY,Million,6156
Baidu,Revenue,2020,Q3,4081.91,CNY,Million,28232
Baidu,Tax Expense,2020,Q3,233.94,CNY,Million,1618
Baidu,Total Asset,2020,Q3,46346.93,CNY,Million,314742
Baidu,Cost of Goods Sold,2020,Q4,2198.54,CNY,Million,14522
Baidu,Operating Expense,2020,Q4,3828.15,CNY,Million,25286
Baidu,Operating Income,2020,Q4,753.49,CNY,Million,4977
Baidu,Revenue,2020,Q4,4581.63,CNY,Million,30263
Baidu,Tax Expense,2020,Q4,155.33,CNY,Million,1026
Baidu,Total Asset,2020,Q4,50972.55,CNY,Million,332708
Baidu,Cost of Goods Sold,2021,Q1,2313.65,CNY,Million,15002
Baidu,Operating Expense,2021,Q1,3908.78,CNY,Million,25345
Baidu,Operating Income,2021,Q1,430.13,CNY,Million,2789
Baidu,Revenue,2021,Q1,4338.9,CNY,Million,28134
Baidu,Tax Expense,2021,Q1,236.58,CNY,Million,1534
Baidu,Total Asset,2021,Q1,57890.09,CNY,Million,379348
Baidu,Cost of Goods Sold,2021,Q2,2462.05,CNY,Million,15897
Baidu,Operating Expense,2021,Q2,4319,CNY,Million,27887
Baidu,Operating Income,2021,Q2,536.33,CNY,Million,3463
Baidu,Revenue,2021,Q2,4855.33,CNY,Million,31350
Baidu,Tax Expense,2021,Q2,340.26,CNY,Million,2197
Baidu,Total Asset,2021,Q2,60287.28,CNY,Million,389287
Baidu,Cost of Goods Sold,2021,Q3,2492.26,CNY,Million,16126
Baidu,Operating Expense,2021,Q3,4576.67,CNY,Million,29613
Baidu,Operating Income,2021,Q3,356.7,CNY,Million,2308
Baidu,Revenue,2021,Q3,4933.37,CNY,Million,31921
Baidu,Tax Expense,2021,Q3,-284.22,CNY,Million,-1839
Baidu,Total Asset,2021,Q3,59638.16,CNY,Million,384356
Baidu,Cost of Goods Sold,2021,Q4,2706.59,CNY,Million,17289
Baidu,Operating Expense,2021,Q4,4873.39,CNY,Million,31130
Baidu,Operating Income,2021,Q4,306.52,CNY,Million,1958
Baidu,Revenue,2021,Q4,5179.91,CNY,Million,33088
Baidu,Tax Expense,2021,Q4,202.73,CNY,Million,1295
Baidu,Total Asset,2021,Q4,59790.44,CNY,Million,380034
Baidu,Cost of Goods Sold,2022,Q1,2449.39,CNY,Million,15546
Baidu,Operating Expense,2022,Q1,4066.56,CNY,Million,25810
Baidu,Operating Income,2022,Q1,409.81,CNY,Million,2601
Baidu,Revenue,2022,Q1,4476.36,CNY,Million,28411
Baidu,Tax Expense,2022,Q1,61.6,CNY,Million,391
Baidu,Total Asset,2022,Q1,59248.11,CNY,Million,375633
Baidu,Cost of Goods Sold,2022,Q2,2292.93,CNY,Million,15171
Baidu,Operating Expense,2022,Q2,3966.94,CNY,Million,26247
Baidu,Operating Income,2022,Q2,513.87,CNY,Million,3400
Baidu,Revenue,2022,Q2,4480.81,CNY,Million,29647
Baidu,Tax Expense,2022,Q2,3.78,CNY,Million,25
Baidu,Total Asset,2022,Q2,57486.45,CNY,Million,385119
Baidu,Cost of Goods Sold,2022,Q3,2376.21,CNY,Million,16273
Baidu,Operating Expense,2022,Q3,3975.14,CNY,Million,27223
Baidu,Operating Income,2022,Q3,776.4,CNY,Million,5317
Baidu,Revenue,2022,Q3,4751.54,CNY,Million,32540
Baidu,Tax Expense,2022,Q3,132.59,CNY,Million,908
Baidu,Total Asset,2022,Q3,54670.95,CNY,Million,389033
Baidu,Cost of Goods Sold,2022,Q4,2383.62,CNY,Million,16945
Baidu,Operating Expense,2022,Q4,4006.8,CNY,Million,28484
Baidu,Operating Income,2022,Q4,646.09,CNY,Million,4593
Baidu,Revenue,2022,Q4,4652.89,CNY,Million,33077
Baidu,Tax Expense,2022,Q4,176.4,CNY,Million,1254
Baidu,Total Asset,2022,Q4,56674.25,CNY,Million,390973
Baidu,Cost of Goods Sold,2023,Q1,2213.23,CNY,Million,15152
Baidu,Operating Expense,2023,Q1,3821.74,CNY,Million,26164
Baidu,Operating Income,2023,Q1,727.42,CNY,Million,4980
Baidu,Revenue,2023,Q1,4549.16,CNY,Million,31144
Baidu,Tax Expense,2023,Q1,174.26,CNY,Million,1193
Baidu,Total Asset,2023,Q1,58375.16,CNY,Million,400979
Baidu,Cost of Goods Sold,2023,Q2,2303.99,CNY,Million,16167
Baidu,Operating Expense,2023,Q2,4110.9,CNY,Million,28846
Baidu,Operating Income,2023,Q2,742.49,CNY,Million,5210
Baidu,Revenue,2023,Q2,4853.38,CNY,Million,34056
Baidu,Tax Expense,2023,Q2,180.99,CNY,Million,1270
Baidu,Total Asset,2023,Q2,56015.05,CNY,Million,406322
Baidu,Cost of Goods Sold,2023,Q3,2249.33,CNY,Million,16294
Baidu,Operating Expense,2023,Q3,3889.19,CNY,Million,28173
Baidu,Operating Income,2023,Q3,866.11,CNY,Million,6274
Baidu,Revenue,2023,Q3,4755.3,CNY,Million,34447
Baidu,Tax Expense,2023,Q3,176.98,CNY,Million,1282
Baidu,Total Asset,2023,Q3,56321.46,CNY,Million,411034
Baidu,Cost of Goods Sold,2023,Q4,2413.33,CNY,Million,17418
Baidu,Operating Expense,2023,Q4,4095.51,CNY,Million,29559
Baidu,Operating Income,2023,Q4,747.08,CNY,Million,5392
Baidu,Revenue,2023,Q4,4842.59,CNY,Million,34951
Baidu,Tax Expense,2023,Q4,-13.3,CNY,Million,-96
Baidu,Total Asset,2023,Q4,57280.32,CNY,Million,406759
Baidu,Cost of Goods Sold,2024,Q1,2127.19,CNY,Million,15291
Baidu,Operating Expense,2024,Q1,3620.99,CNY,Million,26029
Baidu,Operating Income,2024,Q1,762.9,CNY,Million,5484
Baidu,Revenue,2024,Q1,4383.89,CNY,Million,31513
Baidu,Tax Expense,2024,Q1,122.84,CNY,Million,883
Baidu,Total Asset,2024,Q1,57418.17,CNY,Million,414697
Baidu,Cost of Goods Sold,2024,Q2,2264.48,CNY,Million,16398
Baidu,Operating Expense,2024,Q2,3864.85,CNY,Million,27987
Baidu,Operating Income,2024,Q2,820.83,CNY,Million,5944
Baidu,Revenue,2024,Q2,4685.69,CNY,Million,33931
Baidu,Tax Expense,2024,Q2,156.19,CNY,Million,1131
Baidu,Total Asset,2024,Q2,57177.63,CNY,Million,415527
Baidu,Cost of Goods Sold,2024,Q3,2288.09,CNY,Million,16399
Baidu,Operating Expense,2024,Q3,3855.39,CNY,Million,27632
Baidu,Operating Income,2024,Q3,826.69,CNY,Million,5925
Baidu,Revenue,2024,Q3,4682.08,CNY,Million,33557
Baidu,Tax Expense,2024,Q3,113.57,CNY,Million,814
Baidu,Total Asset,2024,Q3,59457.73,CNY,Million,417316
Broadcom,Cost of Goods Sold,2020,Q1,2553,USD,Million,2553
Broadcom,Operating Expense,2020,Q1,2423,USD,Million,2423
Broadcom,Operating Income,2020,Q1,766,USD,Million,766
Broadcom,Revenue,2020,Q1,5742,USD,Million,5742
Broadcom,Tax Expense,2020,Q1,-159,USD,Million,-159
Broadcom,Total Asset,2020,Q1,81548,USD,Million,81548
Broadcom,Cost of Goods Sold,2020,Q2,2505,USD,Million,2505
Broadcom,Operating Expense,2020,Q2,2308,USD,Million,2308
Broadcom,Operating Income,2020,Q2,1008,USD,Million,1008
Broadcom,Revenue,2020,Q2,5821,USD,Million,5821
Broadcom,Tax Expense,2020,Q2,-96,USD,Million,-96
Broadcom,Total Asset,2020,Q2,79298,USD,Million,79298
Broadcom,Cost of Goods Sold,2020,Q3,2720,USD,Million,2720
Broadcom,Operating Expense,2020,Q3,2221,USD,Million,2221
Broadcom,Operating Income,2020,Q3,1526,USD,Million,1526
Broadcom,Revenue,2020,Q3,6467,USD,Million,6467
Broadcom,Tax Expense,2020,Q3,-187,USD,Million,-187
Broadcom,Total Asset,2020,Q3,75933,USD,Million,75933
Broadcom,Cost of Goods Sold,2020,Q4,2703,USD,Million,2703
Broadcom,Operating Expense,2020,Q4,2115,USD,Million,2115
Broadcom,Operating Income,2020,Q4,1837,USD,Million,1837
Broadcom,Revenue,2020,Q4,6655,USD,Million,6655
Broadcom,Tax Expense,2020,Q4,6,USD,Million,6
Broadcom,Total Asset,2020,Q4,76972,USD,Million,76972
Broadcom,Cost of Goods Sold,2021,Q1,2553,USD,Million,2553
Broadcom,Operating Expense,2021,Q1,2082,USD,Million,2082
Broadcom,Operating Income,2021,Q1,1975,USD,Million,1975
Broadcom,Revenue,2021,Q1,6610,USD,Million,6610
Broadcom,Tax Expense,2021,Q1,-7,USD,Million,-7
Broadcom,Total Asset,2021,Q1,75524,USD,Million,75524
Broadcom,Cost of Goods Sold,2021,Q2,2581,USD,Million,2581
Broadcom,Operating Expense,2021,Q2,2071,USD,Million,2071
Broadcom,Operating Income,2021,Q2,2126,USD,Million,2126
Broadcom,Revenue,2021,Q2,6778,USD,Million,6778
Broadcom,Tax Expense,2021,Q2,-150,USD,Million,-150
Broadcom,Total Asset,2021,Q2,75880,USD,Million,75880
Broadcom,Cost of Goods Sold,2021,Q3,2769,USD,Million,2769
Broadcom,Operating Expense,2021,Q3,2057,USD,Million,2057
Broadcom,Operating Income,2021,Q3,2581,USD,Million,2581
Broadcom,Revenue,2021,Q3,7407,USD,Million,7407
Broadcom,Tax Expense,2021,Q3,180,USD,Million,180
Broadcom,Total Asset,2021,Q3,75570,USD,Million,75570
Broadcom,Cost of Goods Sold,2021,Q4,2657,USD,Million,2657
Broadcom,Operating Expense,2021,Q4,1941,USD,Million,1941
Broadcom,Operating Income,2021,Q4,3108,USD,Million,3108
Broadcom,Revenue,2021,Q4,7706,USD,Million,7706
Broadcom,Tax Expense,2021,Q4,215,USD,Million,215
Broadcom,Total Asset,2021,Q4,73224,USD,Million,73224
Broadcom,Cost of Goods Sold,2022,Q1,2664,USD,Million,2664
Broadcom,Operating Expense,2022,Q1,2045,USD,Million,2045
Broadcom,Operating Income,2022,Q1,3394,USD,Million,3394
Broadcom,Revenue,2022,Q1,8103,USD,Million,8103
Broadcom,Tax Expense,2022,Q1,200,USD,Million,200
Broadcom,Total Asset,2022,Q1,71719,USD,Million,71719
Broadcom,Cost of Goods Sold,2022,Q2,2783,USD,Million,2783
Broadcom,Operating Expense,2022,Q2,1944,USD,Million,1944
Broadcom,Operating Income,2022,Q2,3737,USD,Million,3737
Broadcom,Revenue,2022,Q2,8464,USD,Million,8464
Broadcom,Tax Expense,2022,Q2,263,USD,Million,263
Broadcom,Total Asset,2022,Q2,71326,USD,Million,71326
Broadcom,Cost of Goods Sold,2022,Q3,3004,USD,Million,3004
Broadcom,Operating Expense,2022,Q3,1940,USD,Million,1940
Broadcom,Operating Income,2022,Q3,3986,USD,Million,3986
Broadcom,Revenue,2022,Q3,8930,USD,Million,8930
Broadcom,Tax Expense,2022,Q3,261,USD,Million,261
Broadcom,Total Asset,2022,Q3,73249,USD,Million,73249
Broadcom,Cost of Goods Sold,2022,Q4,2911,USD,Million,2911
Broadcom,Operating Expense,2022,Q4,1901,USD,Million,1901
Broadcom,Operating Income,2022,Q4,4103,USD,Million,4103
Broadcom,Revenue,2022,Q4,8915,USD,Million,8915
Broadcom,Tax Expense,2022,Q4,66,USD,Million,66
Broadcom,Total Asset,2022,Q4,72976,USD,Million,72976
Broadcom,Cost of Goods Sold,2023,Q1,2618,USD,Million,2618
Broadcom,Operating Expense,2023,Q1,2107,USD,Million,2107
Broadcom,Operating Income,2023,Q1,4008,USD,Million,4008
Broadcom,Revenue,2023,Q1,8733,USD,Million,8733
Broadcom,Tax Expense,2023,Q1,235,USD,Million,235
Broadcom,Total Asset,2023,Q1,71667,USD,Million,71667
Broadcom,Cost of Goods Sold,2023,Q2,2712,USD,Million,2712
Broadcom,Operating Expense,2023,Q2,2308,USD,Million,2308
Broadcom,Operating Income,2023,Q2,3856,USD,Million,3856
Broadcom,Revenue,2023,Q2,8876,USD,Million,8876
Broadcom,Tax Expense,2023,Q2,271,USD,Million,271
Broadcom,Total Asset,2023,Q2,71595,USD,Million,71595
Broadcom,Cost of Goods Sold,2023,Q3,2888,USD,Million,2888
Broadcom,Operating Expense,2023,Q3,2167,USD,Million,2167
Broadcom,Operating Income,2023,Q3,4240,USD,Million,4240
Broadcom,Revenue,2023,Q3,9295,USD,Million,9295
Broadcom,Tax Expense,2023,Q3,443,USD,Million,443
Broadcom,Total Asset,2023,Q3,72861,USD,Million,72861
Broadcom,Cost of Goods Sold,2023,Q4,4586,USD,Million,4586
Broadcom,Operating Expense,2023,Q4,5292,USD,Million,5292
Broadcom,Operating Income,2023,Q4,2083,USD,Million,2083
Broadcom,Revenue,2023,Q4,11961,USD,Million,11961
Broadcom,Tax Expense,2023,Q4,68,USD,Million,68
Broadcom,Total Asset,2023,Q4,177870,USD,Million,177870
Broadcom,Cost of Goods Sold,2024,Q1,4711,USD,Million,4711
Broadcom,Operating Expense,2024,Q1,4811,USD,Million,4811
Broadcom,Operating Income,2024,Q1,2965,USD,Million,2965
Broadcom,Revenue,2024,Q1,12487,USD,Million,12487
Broadcom,Tax Expense,2024,Q1,-116,USD,Million,-116
Broadcom,Total Asset,2024,Q1,175211,USD,Million,175211
Broadcom,Cost of Goods Sold,2024,Q2,4716,USD,Million,4716
Broadcom,Operating Expense,2024,Q2,4568,USD,Million,4568
Broadcom,Operating Income,2024,Q2,3788,USD,Million,3788
Broadcom,Revenue,2024,Q2,13072,USD,Million,13072
Broadcom,Tax Expense,2024,Q2,4238,USD,Million,4238
Broadcom,Total Asset,2024,Q2,167966,USD,Million,167966
Cirrus Logic,Cost of Goods Sold,2020,Q1,133.06,USD,Million,133.06
Cirrus Logic,Operating Expense,2020,Q1,136.25,USD,Million,136.25
Cirrus Logic,Operating Income,2020,Q1,9.98,USD,Million,9.98
Cirrus Logic,Revenue,2020,Q1,279.29,USD,Million,279.29
Cirrus Logic,Tax Expense,2020,Q1,2.19,USD,Million,2.19
Cirrus Logic,Total Asset,2020,Q1,1592.68,USD,Million,1592.68
Cirrus Logic,Cost of Goods Sold,2020,Q2,115.1,USD,Million,115.1
Cirrus Logic,Operating Expense,2020,Q2,108.8,USD,Million,108.8
Cirrus Logic,Operating Income,2020,Q2,18.68,USD,Million,18.68
Cirrus Logic,Revenue,2020,Q2,242.57,USD,Million,242.57
Cirrus Logic,Tax Expense,2020,Q2,2.15,USD,Million,2.15
Cirrus Logic,Total Asset,2020,Q2,1644.04,USD,Million,1644.04
Cirrus Logic,Cost of Goods Sold,2020,Q3,167.12,USD,Million,167.12
Cirrus Logic,Operating Expense,2020,Q3,116.06,USD,Million,116.06
Cirrus Logic,Operating Income,2020,Q3,64.15,USD,Million,64.15
Cirrus Logic,Revenue,2020,Q3,347.32,USD,Million,347.32
Cirrus Logic,Tax Expense,2020,Q3,6.83,USD,Million,6.83
Cirrus Logic,Total Asset,2020,Q3,1699.86,USD,Million,1699.86
Cirrus Logic,Cost of Goods Sold,2020,Q4,234.29,USD,Million,234.29
Cirrus Logic,Operating Expense,2020,Q4,121.85,USD,Million,121.85
Cirrus Logic,Operating Income,2020,Q4,129.65,USD,Million,129.65
Cirrus Logic,Revenue,2020,Q4,485.8,USD,Million,485.8
Cirrus Logic,Tax Expense,2020,Q4,16.28,USD,Million,16.28
Cirrus Logic,Total Asset,2020,Q4,1825.63,USD,Million,1825.63
Cirrus Logic,Cost of Goods Sold,2021,Q1,145.42,USD,Million,145.42
Cirrus Logic,Operating Expense,2021,Q1,123.42,USD,Million,123.42
Cirrus Logic,Operating Income,2021,Q1,24.7,USD,Million,24.7
Cirrus Logic,Revenue,2021,Q1,293.54,USD,Million,293.54
Cirrus Logic,Tax Expense,2021,Q1,2.64,USD,Million,2.64
Cirrus Logic,Total Asset,2021,Q1,1830.61,USD,Million,1830.61
Cirrus Logic,Cost of Goods Sold,2021,Q2,137.31,USD,Million,137.31
Cirrus Logic,Operating Expense,2021,Q2,120.84,USD,Million,120.84
Cirrus Logic,Operating Income,2021,Q2,19.1,USD,Million,19.1
Cirrus Logic,Revenue,2021,Q2,277.25,USD,Million,277.25
Cirrus Logic,Tax Expense,2021,Q2,2.41,USD,Million,2.41
Cirrus Logic,Total Asset,2021,Q2,1814.01,USD,Million,1814.01
Cirrus Logic,Cost of Goods Sold,2021,Q3,230.44,USD,Million,230.44
Cirrus Logic,Operating Expense,2021,Q3,140.25,USD,Million,140.25
Cirrus Logic,Operating Income,2021,Q3,95.2,USD,Million,95.2
Cirrus Logic,Revenue,2021,Q3,465.89,USD,Million,465.89
Cirrus Logic,Tax Expense,2021,Q3,11.99,USD,Million,11.99
Cirrus Logic,Total Asset,2021,Q3,2226.16,USD,Million,2226.16
Cirrus Logic,Cost of Goods Sold,2021,Q4,258.83,USD,Million,258.83
Cirrus Logic,Operating Expense,2021,Q4,145.35,USD,Million,145.35
Cirrus Logic,Operating Income,2021,Q4,144.17,USD,Million,144.17
Cirrus Logic,Revenue,2021,Q4,548.35,USD,Million,548.35
Cirrus Logic,Tax Expense,2021,Q4,16.37,USD,Million,16.37
Cirrus Logic,Total Asset,2021,Q4,2068.12,USD,Million,2068.12
Cirrus Logic,Cost of Goods Sold,2022,Q1,231.24,USD,Million,231.24
Cirrus Logic,Operating Expense,2022,Q1,150.86,USD,Million,150.86
Cirrus Logic,Operating Income,2022,Q1,107.86,USD,Million,107.86
Cirrus Logic,Revenue,2022,Q1,489.97,USD,Million,489.97
Cirrus Logic,Tax Expense,2022,Q1,11.53,USD,Million,11.53
Cirrus Logic,Total Asset,2022,Q1,2123.4,USD,Million,2123.4
Cirrus Logic,Cost of Goods Sold,2022,Q2,191,USD,Million,191
Cirrus Logic,Operating Expense,2022,Q2,148.36,USD,Million,148.36
Cirrus Logic,Operating Income,2022,Q2,54.28,USD,Million,54.28
Cirrus Logic,Revenue,2022,Q2,393.64,USD,Million,393.64
Cirrus Logic,Tax Expense,2022,Q2,15.38,USD,Million,15.38
Cirrus Logic,Total Asset,2022,Q2,2105.9,USD,Million,2105.9
Cirrus Logic,Cost of Goods Sold,2022,Q3,269.29,USD,Million,269.29
Cirrus Logic,Operating Expense,2022,Q3,155.07,USD,Million,155.07
Cirrus Logic,Operating Income,2022,Q3,116.22,USD,Million,116.22
Cirrus Logic,Revenue,2022,Q3,540.57,USD,Million,540.57
Cirrus Logic,Tax Expense,2022,Q3,30.61,USD,Million,30.61
Cirrus Logic,Total Asset,2022,Q3,2164.07,USD,Million,2164.07
Cirrus Logic,Cost of Goods Sold,2022,Q4,293.88,USD,Million,293.88
Cirrus Logic,Operating Expense,2022,Q4,155.32,USD,Million,155.32
Cirrus Logic,Operating Income,2022,Q4,141.38,USD,Million,141.38
Cirrus Logic,Revenue,2022,Q4,590.58,USD,Million,590.58
Cirrus Logic,Tax Expense,2022,Q4,36.96,USD,Million,36.96
Cirrus Logic,Total Asset,2022,Q4,2165.89,USD,Million,2165.89
Cirrus Logic,Cost of Goods Sold,2023,Q1,186.47,USD,Million,186.47
Cirrus Logic,Operating Expense,2023,Q1,249.2,USD,Million,249.2
